Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length
35000,1.7901338,0.00019999986,1.0648932,8.199151933193207,8.199151904320994,305.3333333333333
36000,1.79043,0.00019999986,0.9060407,2.8688330484761133,2.8688330986611215,151.22222222222223
37000,1.7895229,0.00019999986,0.8866435,2.7136808335781097,2.7136807347650347,195.0
38000,1.7899905,0.00019999986,1.1550289,5.103147038391659,5.103147123488692,161.71428571428572
39000,1.790504,0.00019999986,0.9368909,2.5177532707651458,2.5177532915466307,162.16666666666666
40000,1.7898641,0.00019999986,0.9538039,4.3015465259552,4.301546518149735,166.8
41000,1.7897172,0.00019999986,1.10586,3.200192848841349,3.2001927079298866,128.77777777777777
42000,1.785592,0.00019999986,1.0597532,3.808699870109558,3.8086999128020578,169.2
43000,1.7854378,0.00019999986,1.0507709,2.380529431005319,2.38052941000928,128.11111111111111
44000,1.783972,0.00019999983,1.0919204,6.362695470452309,6.362695536508909,229.0
45000,1.7860403,0.00019999983,0.93950844,3.865307755768299,3.8653076860355897,199.2
46000,1.7829956,0.00019999983,1.1252574,4.511220256487529,4.511220174871899,192.0
47000,1.7847303,0.00019999983,0.924947,9.72456058114767,9.724560524972883,361.0
48000,1.783964,0.00019999983,1.3011715,3.444371312856674,3.4443713646518517,180.6
49000,1.7847419,0.00019999983,0.9455921,2.0253395959734917,2.0253395631293643,132.125
50000,1.786047,0.00019999983,0.80919343,2.424238219857216,2.4242381821529,151.16666666666666
51000,1.7835438,0.00019999983,1.1261057,2.438533715903759,2.4385336999064293,127.875
52000,1.7805333,0.00019999983,1.1051477,4.6224324941635135,4.622432338115141,180.4
53000,1.7793976,0.00019999975,1.0269086,2.433920721922602,2.4339207338286672,149.14285714285714
54000,1.7774258,0.00019999975,1.188292,2.507847636938095,2.507847607212365,135.28571428571428
55000,1.7759914,0.00019999975,1.1623352,3.462424325942993,3.4624243690212095,150.4
56000,1.7790343,0.00019999972,0.9481696,6.697025626897812,6.69702545716973,242.0
57000,1.7801512,0.00019999972,1.2942755,4.784676631291707,4.7846765774004325,175.5
58000,1.7810891,0.00019999972,1.1056563,3.635214408238729,3.635214394919027,164.33333333333334
59000,1.778886,0.00019999972,1.3136741,9.064023643732071,9.06402357296247,430.5
60000,1.7757559,0.00019999972,1.3387089,7.538723737001419,7.538723842619144,259.1666666666667
61000,1.7803985,0.00019999972,1.1489545,1.7834916127224762,1.783491641229072,126.33333333333333
62000,1.7799182,0.00019999972,1.0365952,5.7185409516096115,5.718540868543551,222.8
63000,1.7759111,0.00019999972,1.6568804,10.443542718887329,10.44354250115066,254.0
64000,1.765853,0.00019999972,1.6377999,10.315316684544086,10.315316682860157,388.75
65000,1.7674929,0.00019999972,1.256712,5.660028358300527,5.660028437006834,197.0
66000,1.7651964,0.00019999972,1.5564188,6.403620171546936,6.403620163387961,204.4
67000,1.7630914,0.00019999972,1.4028379,11.007926801840464,11.007926877203166,313.0
68000,1.7588722,0.00019999969,1.117843,2.972208898514509,2.972208914951068,134.5
69000,1.7650083,0.00019999967,1.573674,18.39488011598587,18.394879926659087,428.0
70000,1.7695884,0.00019999967,1.5775205,6.810788345336914,6.810788405163476,205.6
71000,1.7661653,0.00019999967,1.4179767,4.505905461808045,4.5059055578734615,178.66666666666666
72000,1.7709501,0.00019999967,1.5189241,3.0953851767948697,3.095385198640023,118.28571428571429
73000,1.7513565,0.00019999967,1.5244468,9.20933222770691,9.209332159135252,248.33333333333334
74000,1.7513055,0.00019999967,1.8004113,21.10126006603241,21.101260065277984,490.0
75000,1.7526395,0.00019999967,1.8117547,17.070677558581036,17.070678054515003,398.6666666666667
76000,1.7585955,0.00019999967,1.6498035,11.123745560646057,11.123745649805187,289.0
77000,1.7575068,0.00019999967,1.7367938,18.23441457748413,18.234414841841044,404.5
78000,1.7603376,0.00019999967,1.796384,23.83877980709076,23.83877922576221,544.0
79000,1.7536649,0.00019999967,1.6457003,8.886842405656353,8.88684231612774,254.5
80000,1.7499524,0.00019999967,1.7079071,7.735216833651066,7.7352170893514085,216.5
81000,1.7532817,0.00019999967,1.5224773,12.48919121424357,12.489191043724228,346.6666666666667
82000,1.7724469,0.00019999967,1.8624673,9.493487805128098,9.493487838850797,410.0
83000,1.7669976,0.00019999966,1.8546243,51.52951669692993,51.52951632780605,1229.0
84000,1.7468679,0.00019999966,1.9843373,8.990441083908081,8.990441034081929,217.25
85000,1.7369578,0.00019999966,2.05489,18.383720219135284,18.383720342138304,440.5
86000,1.740812,0.00019999965,1.9104404,6.968575457731883,6.968575461430494,185.5
87000,1.7243117,0.00019999965,2.1147676,14.645072847604752,14.645072727142178,344.0
88000,1.7413218,0.00019999965,2.2310994,33.39410290122032,33.3941023886714,671.0
89000,1.7335441,0.00019999965,2.0943491,10.675698101520538,10.675698131660283,255.25
90000,1.7434994,0.00019999965,1.9836736,24.117317616939545,24.117317481872306,483.5
91000,1.7275541,0.00019999965,2.1358752,16.687880754470825,16.687880990116355,348.0
92000,1.724542,0.00019999965,1.9693379,15.866686001420021,15.866685902569031,319.75
93000,1.7399257,0.00019999965,2.2376873,67.19404602050781,67.1940452635099,1323.0
94000,1.721443,0.00019999965,2.3025613,16.27761246263981,16.277612030574346,371.5
95000,1.7164011,0.00019999965,2.2336106,13.141600251197815,13.141600511544311,372.0
96000,1.7280769,0.00019999965,2.4473867,80.09414601325989,80.09414598482545,1544.0
97000,1.7278115,0.00019999965,2.5383673,None,None,None
98000,1.7084116,0.00019999965,2.2209244,54.271009266376495,54.27100947468989,1108.0
99000,1.7319958,0.00019999965,2.0587122,24.170591592788696,24.170591280105327,487.0
100000,1.7402884,0.00019999963,2.0374484,10.648687019944191,10.648687013622634,352.75
101000,1.7143,0.0001999996,2.3452992,15.182757516702017,15.182757708442333,310.3333333333333
102000,1.7187284,0.0001999996,1.9841136,7.255754280090332,7.2557541602122,221.8
103000,1.7655407,0.0001999996,1.69839,5.737484455108643,5.737484548706561,187.0
104000,1.7247409,0.0001999996,2.1665483,15.46464995543162,15.46464989492415,476.6666666666667
105000,1.7297093,0.0001999996,2.437071,30.145421653985977,30.145422103031706,611.5
106000,1.7228132,0.0001999996,2.5188625,26.274777352809906,26.274777225708476,519.0
107000,1.7289684,0.0001999996,2.2820337,6.396759760379791,6.396759662381737,167.2
108000,1.7434071,0.0001999996,2.0948865,11.905753664672375,11.905753889389075,304.75
109000,1.71823,0.0001999996,2.331758,7.79595685005188,7.795956960181502,186.6
110000,1.7424082,0.0001999996,2.4012833,13.363912403583527,13.363912668626654,350.0
111000,1.7220124,0.0001999996,2.3976536,9.77371895313263,9.773718845689245,251.5
112000,1.7229046,0.0001999996,2.2473128,21.399935513734818,21.399935648180758,455.0
113000,1.7476264,0.00019999957,2.7680504,33.0003996193409,33.000400019358494,599.0
114000,1.7271268,0.00019999957,2.530447,20.85685260593891,20.8568524210347,419.0
115000,1.7295505,0.00019999954,2.4964468,13.87453493475914,13.87453480845636,298.25
116000,1.7404594,0.00019999949,2.511098,51.21872091293335,51.218720608195326,1050.0
117000,1.7063748,0.00019999949,2.6627417,15.74542792638143,15.745428279456368,336.0
118000,1.7287072,0.00019999949,2.4797719,18.758700609207153,18.75870081710491,401.0
119000,1.7397108,0.00019999949,2.5441933,8.782871613899866,8.782871658446235,215.66666666666666
120000,1.7287341,0.00019999949,2.762425,24.48499286174774,24.48499225872547,469.5
121000,1.7376616,0.00019999949,2.2765331,2.939875554293394,2.9398755779750303,108.625
122000,1.730862,0.00019999949,2.7720132,56.50304973125458,56.50304938739646,1019.0
123000,1.7368153,0.00019999949,2.6964397,13.909715965390205,13.909716133842721,291.75
124000,1.7379776,0.00019999949,2.6097848,6.755870699882507,6.755870741369563,154.0
125000,1.7038484,0.00019999949,2.706142,9.435487776994705,9.435487859913337,217.75
126000,1.7077594,0.00019999949,3.1765594,46.39281785488129,46.39281792896145,809.0
127000,1.699073,0.00019999947,2.6516504,36.36086465418339,36.360864953408054,665.5
128000,1.6974874,0.00019999946,2.8260682,25.433710664510727,25.43371086101888,511.5
129000,1.703908,0.00019999946,2.7562764,13.240423068404198,13.24042309987999,275.0
130000,1.712948,0.00019999946,2.9435654,None,None,None
131000,1.6982731,0.00019999946,2.9007218,30.439987242221832,30.43998737637412,585.6666666666666
132000,1.6704048,0.00019999946,2.8260512,18.919365803400677,18.91936620840109,368.0
133000,1.7057093,0.00019999946,2.5506332,8.81880314151446,8.818803160658874,192.33333333333334
134000,1.7211679,0.00019999946,2.8180358,16.374403178691864,16.37440314622957,344.6666666666667
135000,1.6785796,0.00019999946,3.3628893,None,None,None
136000,1.6767366,0.00019999946,2.78795,14.067376009055547,14.067376116460148,280.14285714285717
137000,1.6661035,0.00019999946,3.0187407,9.919809177517891,9.9198092270872,203.5
138000,1.6558493,0.00019999946,2.8871315,13.91752627491951,13.917525923360245,278.75
139000,1.6426132,0.00019999944,3.3860762,None,None,None
140000,1.6610532,0.00019999943,3.2544749,81.87940436601639,81.87940310857448,1374.0
141000,1.691425,0.00019999943,2.8862758,13.863787829875946,13.863787986424464,307.0
142000,1.6761142,0.00019999943,2.8136797,39.67802965641022,39.67802986547292,745.5
143000,1.6610101,0.00019999943,3.3113184,27.816126823425293,27.816126059541148,474.0
144000,1.6718667,0.00019999943,3.1580687,43.37118661403656,43.37118691793785,769.0
145000,1.6591234,0.00019999943,2.9235573,30.97277714808782,30.972777504493138,594.6666666666666
146000,1.6466249,0.00019999943,3.2515633,9.042664150396982,9.04266425612309,214.33333333333334
147000,1.6243299,0.00019999943,2.8716962,16.498219922184944,16.49821973543618,339.5
148000,1.6581277,0.00019999943,3.1917462,12.465551644563675,12.465551732244151,253.75
149000,1.6591481,0.00019999943,3.3910766,13.565014094114304,13.565014073307111,285.0
150000,1.6463261,0.00019999943,3.3894749,40.82398399710655,40.82398392466257,729.5
151000,1.6674213,0.00019999943,2.947323,7.950251922011375,7.950251959367051,195.25
152000,1.6559412,0.00019999943,3.0866532,14.095288693904877,14.095288578679344,271.0
153000,1.6469376,0.00019999943,3.1012459,17.919505794843037,17.91950565657741,352.3333333333333
154000,1.6190073,0.00019999943,3.2916574,38.81292963027954,38.812929016048656,689.0
155000,1.6313366,0.00019999943,3.5273287,48.149175584316254,48.14917514892841,849.0
156000,1.5922654,0.00019999943,3.7342134,31.232745885849,31.232745054039697,563.0
157000,1.6595685,0.00019999943,3.0839818,29.22306917111079,29.223069028201888,547.6666666666666
158000,1.6022964,0.00019999943,3.4811049,14.778054639697075,14.778054908370905,292.75
159000,1.596095,0.00019999943,3.4488733,46.634644746780396,46.63464504783042,811.0
160000,1.6383017,0.0001999994,3.2322977,18.32670760154724,18.32670739321573,384.3333333333333
161000,1.5996538,0.00019999937,3.5079503,0.5723373889923096,0.5723373994696885,43.0
162000,1.6480478,0.00019999937,3.5792322,26.242798298597336,26.24279793281937,465.25
163000,1.6028728,0.00019999937,3.4204433,11.127206191420555,11.127206119207699,230.75
164000,1.6188413,0.00019999937,3.649834,18.55657966931661,18.556579758484457,336.6666666666667
165000,1.6277125,0.00019999937,3.7244878,30.956571221351624,30.956571157536928,555.0
166000,1.5807292,0.00019999937,3.8903813,52.771310329437256,52.77131071087206,882.0
167000,1.5443174,0.00019999937,3.4615068,9.831812000274658,9.831812068663567,217.2
168000,1.6104028,0.00019999937,3.3094833,8.602452719211579,8.60245287148282,190.2
169000,1.5588752,0.0001999993,3.585297,16.984458049138386,16.984457589869635,317.0
170000,1.6208445,0.00019999927,3.0584738,13.490627904733023,13.490627978882609,309.3333333333333
171000,1.5577674,0.00019999927,3.9538696,65.14286929368973,65.14286967880798,1081.0
172000,1.5486789,0.00019999925,3.593214,5.953353554010391,5.953353442673233,165.0
173000,1.5525208,0.00019999924,3.4170172,16.34977458715439,16.349774819240885,296.8
174000,1.536989,0.00019999924,3.207139,11.694971531629562,11.694971442208725,254.0
175000,1.5568076,0.00019999924,3.4982917,18.175777792930603,18.175778077259963,344.0
176000,1.5397273,0.00019999924,3.592921,19.400380353132885,19.40038026095135,384.3333333333333
177000,1.4967996,0.00019999924,4.0977716,None,None,None
178000,1.5018562,0.00019999924,3.6000125,31.011298403143883,31.011298149841537,527.25
179000,1.528209,0.00019999924,3.912147,3.8813409507274628,3.8813409740114366,119.5
180000,1.5135357,0.00019999924,3.5009785,31.78878430525462,31.78878399964613,561.6666666666666
181000,1.5591832,0.00019999924,3.7520888,14.640113880236944,14.640113716983251,279.0
182000,1.525068,0.00019999924,4.0172586,36.604485869407654,36.60448586283678,609.5
183000,1.5138354,0.00019999924,3.6694639,14.158319234848022,14.158318902175173,288.0
184000,1.5898954,0.00019999922,3.333192,8.191550850868225,8.191551010673095,199.5
185000,1.5451192,0.00019999921,3.488603,8.785644340515137,8.785644449660236,197.6
186000,1.5016981,0.00019999921,3.9506333,22.168027917544048,22.168027835903633,396.0
187000,1.526125,0.00019999921,3.758814,14.303481444716454,14.303481512209146,278.5
188000,1.5324265,0.00019999921,4.1592703,24.256345808506012,24.256346467664116,411.0
189000,1.5655873,0.00019999921,3.9455724,27.57924073934555,27.579240894442744,473.3333333333333
190000,1.550949,0.00019999921,3.6917608,10.190784430503845,10.190784432903637,224.2
191000,1.5285017,0.00019999921,3.6682062,25.635625064373016,25.635625584785885,488.5
192000,1.5415657,0.00019999921,3.6266098,8.821104490756989,8.821104345055073,188.8
193000,1.4941412,0.00019999921,3.7549615,13.107802659273148,13.10780248377614,259.25
194000,1.5099318,0.00019999921,3.9893875,13.300026059150696,13.300025735056806,273.5
195000,1.532189,0.00019999921,3.8042338,11.971358448266983,11.971358506115081,237.25
196000,1.5298827,0.00019999921,4.170912,31.85429936647415,31.85429893629862,539.0
197000,1.4828128,0.00019999921,4.016055,34.9016535282135,34.901653879424885,596.0
198000,1.4703252,0.00019999921,4.1246986,22.22790978352229,22.227909853357534,396.0
199000,1.4668443,0.0001999992,3.9471014,34.106492936611176,34.10649258093338,628.5
200000,1.4721828,0.00019999918,4.084777,11.07808127005895,11.078081479354523,233.33333333333334
201000,1.475448,0.00019999918,3.728962,12.546673500537873,12.546673564461434,251.0
202000,1.5012757,0.00019999918,4.4322004,74.10456258058548,74.10456305288244,1219.0
203000,1.4774226,0.00019999918,4.1267877,19.329588443040848,19.329588109229007,350.5
204000,1.4833006,0.00019999918,3.57676,7.938053343977247,7.938053491716216,176.71428571428572
205000,1.5189492,0.00019999918,4.2259755,8.029723783334097,8.029723645614013,179.33333333333334
206000,1.4507407,0.00019999918,4.132347,21.032188316186268,21.032188510369753,369.3333333333333
207000,1.5318558,0.00019999918,3.858037,18.54525615274906,18.54525647807202,338.5
208000,1.4800607,0.00019999918,3.7361274,8.617961704730988,8.617961744006664,191.5
209000,1.4859428,0.00019999918,4.3010163,26.16986060142517,26.169860199752293,447.5
210000,1.5005286,0.00019999918,4.2281556,30.36413887143135,30.364139188127183,539.0
211000,1.5025842,0.00019999918,4.162771,13.778789162635803,13.778789079795994,267.0
212000,1.4803098,0.00019999918,4.0692124,59.27995038032532,59.27994990404113,998.0
213000,1.521217,0.00019999918,4.0250072,22.554555137952168,22.554555064983713,401.0
214000,1.5482658,0.00019999918,4.457958,43.94368025660515,43.94368112646771,772.0
215000,1.4719317,0.00019999918,4.098372,13.315138280391693,13.31513828980701,254.5
216000,1.4881924,0.00019999918,4.280137,23.83768340945244,23.83768307493233,443.0
217000,1.4940666,0.00019999914,3.822826,36.35856846968333,36.35856863389623,642.0
218000,1.440672,0.00019999912,4.1905556,12.801852479577065,12.801852427895028,244.75
219000,1.4410661,0.00019999912,3.8944867,6.080946147441864,6.080946033873185,140.0
220000,1.5012105,0.00019999912,3.6144533,10.944663859903812,10.944663716966488,231.75
221000,1.4493297,0.00019999912,3.8983097,10.883705079555511,10.883705504931527,229.5
222000,1.3793592,0.00019999912,3.680856,7.103109985589981,7.103110069367783,156.33333333333334
223000,1.4456588,0.00019999912,4.380145,50.93440496921539,50.934403518498584,883.0
224000,1.4646003,0.00019999912,4.099344,23.364313026269276,23.3643135615348,428.3333333333333
225000,1.4400192,0.00019999912,4.4443884,25.126624763011932,25.126624820530196,439.5
226000,1.4618609,0.00019999912,3.9816577,13.759634047746658,13.7596340476166,257.0
227000,1.4059508,0.00019999912,4.020209,14.8768803079923,14.876880246144234,294.6666666666667
228000,1.4149075,0.00019999912,4.6112366,54.40708953142166,54.40708942209312,915.0
229000,1.434717,0.0001999991,3.5877907,6.30941005051136,6.309409975209292,145.75
230000,1.414084,0.0001999991,4.50296,16.141100883483887,16.141101084605793,312.5
231000,1.4172739,0.0001999991,4.5295367,64.44876277446747,64.44876373115267,1078.0
232000,1.3943303,0.00019999903,3.8985355,14.565264403820038,14.565264773102399,275.0
233000,1.4205317,0.00019999903,3.8461077,47.67465901374817,47.6746588704882,795.0
234000,1.4011196,0.00019999903,4.352406,36.13435426354408,36.134354404961186,682.5
235000,1.4363697,0.00019999903,4.497074,28.254986613988876,28.254987246620658,492.0
236000,1.4005187,0.00019999903,4.5942955,10.392441540956497,10.392441412038806,229.0
237000,1.4217256,0.00019999903,4.0876236,16.1900452375412,16.190045304407818,294.25
238000,1.4093118,0.00019999903,4.6643915,None,None,None
239000,1.400256,0.00019999903,4.1438546,46.20846106608709,46.20846088766924,786.3333333333334
240000,1.449171,0.00019999903,4.3810415,14.112282782793045,14.112282996078193,265.5
241000,1.4082553,0.00019999903,4.215841,8.334539733827114,8.334539829497032,177.25
242000,1.4056238,0.00019999903,3.885218,14.555119385321936,14.555119397988468,286.3333333333333
243000,1.3996738,0.00019999902,4.2401257,13.645530223846436,13.645530342198981,257.6666666666667
244000,1.4465218,0.00019999898,3.779211,27.18788307905197,27.18788322909768,489.5
245000,1.4449877,0.00019999898,4.278881,21.4310498436292,21.43104956379557,389.0
246000,1.4323665,0.00019999898,3.6716244,9.453164899349213,9.453165002111927,198.8
247000,1.4496045,0.00019999898,4.133094,14.18614512681961,14.186145202407033,308.5
248000,1.4254512,0.00019999898,4.616865,79.75717413425446,79.75717391789658,1298.0
249000,1.4191835,0.00019999898,3.844508,15.419150849183401,15.419150926327953,309.0
250000,1.3511231,0.00019999898,4.051123,9.013848888874055,9.01384881517273,186.6
251000,1.3484579,0.00019999898,4.575828,21.628293812274933,21.628293866429278,385.3333333333333
252000,1.3893425,0.00019999898,4.117464,5.684618949890137,5.6846190324517165,141.66666666666666
253000,1.405352,0.00019999898,4.00942,35.58668291568756,35.58668319881352,608.5
254000,1.3751584,0.00019999898,4.770773,45.36673593521118,45.36673566506033,754.0
255000,1.389429,0.00019999898,4.7512956,50.66083097457886,50.660831085691825,873.0
256000,1.3908908,0.00019999898,4.6498113,45.37762272357941,45.3776228438237,750.0
257000,1.360421,0.00019999898,4.2368646,15.762711274623872,15.76271132990114,288.0
258000,1.4506012,0.00019999898,3.831652,14.30051896572113,14.300519079784772,290.6
259000,1.3967917,0.00019999898,4.467451,13.506895571947098,13.506895650716615,277.0
260000,1.4068894,0.00019999898,4.1791477,17.6651801019907,17.665180197656355,325.5
261000,1.3706316,0.00019999898,4.3634233,8.449882944424948,8.449882895303292,186.33333333333334
262000,1.3446865,0.00019999895,4.6770663,82.68235158920288,82.6823505646953,1368.0
263000,1.3237149,0.00019999895,4.1780043,5.090915083885193,5.0909149586026,135.25
264000,1.3583274,0.00019999895,4.6518536,42.45456808805466,42.454567837462946,728.0
265000,1.3992708,0.00019999895,4.1190596,17.102437774340313,17.102438111473322,333.0
266000,1.4041231,0.00019999895,4.650834,3.969285488128662,3.969285409931217,105.0
267000,1.3565187,0.00019999895,4.3447614,22.87861941754818,22.878619428763614,413.25
268000,1.3743826,0.00019999895,4.893247,41.16551470756531,41.16551329165668,678.0
269000,1.354863,0.00019999895,4.555318,25.78429764509201,25.784297818562226,447.6666666666667
270000,1.3364539,0.00019999895,4.5951986,19.926994800567627,19.92699485459646,367.0
271000,1.3349998,0.00019999895,4.094996,7.392136752605438,7.3921367841371195,167.0
272000,1.4475651,0.00019999895,4.2791533,14.92472392320633,14.92472365790627,288.6666666666667
273000,1.3233032,0.00019999895,3.8853774,9.302864789962769,9.302864934830495,207.0
274000,1.3308946,0.00019999895,4.5977364,38.860602766275406,38.86060245709996,681.5
275000,1.4020828,0.00019999895,4.5293922,25.37406685948372,25.37406624202731,444.5
276000,1.3515415,0.00019999893,4.564533,21.9966521859169,21.996652286000426,397.0
277000,1.4427825,0.00019999892,3.963561,14.648764689763388,14.648764266401107,281.3333333333333
278000,1.3232967,0.00019999892,4.5764318,36.11365121603012,36.11365111688474,634.0
279000,1.4591719,0.00019999892,3.6322296,10.14963618516922,10.149636199330235,238.2
280000,1.3652334,0.00019999892,4.382403,13.614796221256256,13.614796450210278,246.75
281000,1.3845979,0.00019999892,4.6057506,10.864602945744991,10.864602905940671,207.0
282000,1.3872284,0.00019999892,4.770509,45.29067039489746,45.29067148309991,771.0
283000,1.3523266,0.00019999892,4.4094477,23.55975577235222,23.55975568570443,421.5
284000,1.3558793,0.00019999892,4.639598,23.9582200050354,23.958219936304886,435.5
285000,1.3933799,0.00019999887,4.615406,20.992597609758377,20.992597499895965,360.5
286000,1.3293943,0.00019999883,4.458645,39.4085014462471,39.408501444098874,679.0
287000,1.3674687,0.00019999883,4.3369255,5.9472010970115665,5.947201145027293,140.6
288000,1.4181395,0.00019999883,4.397368,24.88910909493764,24.889108998567583,427.6666666666667
289000,1.3636323,0.00019999883,4.5467787,17.56706754366557,17.56706754724534,324.6666666666667
290000,1.3548754,0.00019999883,4.7709923,21.142326712608337,21.142326403790094,363.5
291000,1.289486,0.0001999988,4.194282,33.90205579996109,33.902055543032475,597.5
292000,1.3730259,0.0001999988,4.064411,13.162775963544846,13.16277597195176,271.25
293000,1.3616391,0.0001999988,4.736629,51.25866723060608,51.25866768234209,879.0
294000,1.3082412,0.0001999988,4.132947,7.58328836162885,7.583288229826773,173.16666666666666
295000,1.2887498,0.0001999988,4.406712,8.181291311979294,8.181291126814585,177.0
296000,1.29231,0.0001999988,4.4402633,28.822806775569916,28.82280670433056,511.6666666666667
297000,1.3209268,0.0001999988,4.8467846,30.25749909877777,30.257499409574848,535.0
298000,1.3397844,0.0001999988,4.656143,34.00357085466385,34.00357147947841,587.0
299000,1.3291878,0.0001999988,4.7454653,67.46324890851974,67.46324885822833,1108.0
300000,1.3109989,0.00019999877,4.4843116,11.874601562817892,11.874601325176627,218.33333333333334
301000,1.2924993,0.00019999874,4.138466,17.335760578513145,17.335760669009915,318.5
302000,1.295764,0.00019999874,4.5300603,15.525621016820272,15.525621228291149,287.3333333333333
303000,1.2968501,0.00019999874,4.7480316,25.00437816977501,25.004378107294997,442.5
304000,1.3100803,0.00019999874,4.337436,26.65206305185954,26.652062971139458,466.3333333333333
305000,1.299322,0.00019999874,4.620957,26.942414462566376,26.942414247976558,479.5
306000,1.2878416,0.00019999874,4.620926,20.345302442709606,20.34530200119146,363.3333333333333
307000,1.31222,0.00019999874,4.774863,60.70754814147949,60.707549053886396,1007.0
308000,1.284177,0.00019999874,4.531936,32.37663245201111,32.376632684026845,531.0
309000,1.269509,0.00019999874,4.2723727,12.069017255306244,12.069017211531582,233.4
310000,1.2874612,0.00019999874,4.7789683,13.37121132016182,13.371211009884064,238.5
311000,1.2796828,0.00019999874,3.7279172,16.79593696594238,16.795937060958302,310.6
312000,1.2546856,0.00019999874,3.964937,9.494743237892786,9.494743100648918,188.5
313000,1.287752,0.00019999874,4.696738,18.035150508085888,18.035150414919674,339.3333333333333
314000,1.2400496,0.00019999874,4.544243,5.433730602264404,5.433730565372116,148.0
315000,1.2794173,0.00019999874,4.477911,44.54755327105522,44.547553100957884,738.5
316000,1.2981927,0.00019999874,3.946838,11.865263938903809,11.865263840227513,235.25
317000,1.3146843,0.00019999874,4.3108525,25.161557018756866,25.161556989420205,448.0
318000,1.302012,0.00019999871,4.5511756,14.551522955298424,14.551523027683857,256.5
319000,1.2362052,0.0001999987,4.714228,18.604642122983932,18.60464171366766,334.0
320000,1.2714871,0.0001999987,4.682834,24.363538424173992,24.3635385096682,419.3333333333333
321000,1.2008203,0.0001999987,4.4216766,11.725993245840073,11.725993151588682,234.75
322000,1.2243999,0.0001999987,5.0326986,43.137474060058594,43.13747397010593,738.0
323000,1.2274683,0.0001999987,4.5862207,21.32910491526127,21.329104782444983,384.75
324000,1.2535682,0.0001999987,4.836154,20.716276735067368,20.716277244810044,387.5
325000,1.2577895,0.0001999987,4.5836573,12.257453203201294,12.257453284973735,256.5
326000,1.1978021,0.0001999987,4.416229,28.87117890516917,28.871178955090727,510.3333333333333
